GHS-NRO;GHM-NRO;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;CMD-COD;DCS-MCO;GHS-LIB;DATE-EFFET
1186;04M142;0;16;3789,28;0;0;147,93;;;Maladies pulmonaires interstitielles, niveau 2;01/03/2017
1187;04M143;0;26;5524,42;0;0;136,3;;;Maladies pulmonaires interstitielles, niveau 3;01/03/2017
1188;04M144;8;48;8523,03;0;666,36;299,86;;;Maladies pulmonaires interstitielles, niveau 4;01/03/2017
1189;04M14T;0;0;566,55;0;0;0;;;Maladies pulmonaires interstitielles, très courte durée;01/03/2017
1190;04M151;0;6;1541,53;0;0;126,65;;;Autres diagnostics portant sur le système respiratoire, niveau 1;01/03/2017
1191;04M152;0;14;3088,78;0;0;111,39;;;Autres diagnostics portant sur le système respiratoire, niveau 2;01/03/2017
1192;04M153;0;23;4647,47;0;0;90;;;Autres diagnostics portant sur le système respiratoire, niveau 3;01/03/2017
1193;04M154;6;49;6987,42;0;1559,97;281,43;;;Autres diagnostics portant sur le système respiratoire, niveau 4;01/03/2017
1194;04M15T;0;0;657,87;0;0;0;;;Autres diagnostics portant sur le système respiratoire, très courte durée;01/03/2017
1195;04M161;0;8;2085,75;0;0;102,83;;;Traumatismes thoraciques, niveau 1;01/03/2017
1196;04M162;0;11;2394,24;0;0;106,49;;;Traumatismes thoraciques, niveau 2;01/03/2017
1197;04M163;0;20;3821,43;0;0;90,86;;;Traumatismes thoraciques, niveau 3;01/03/2017
1198;04M164;0;50;6547,22;0;0;254,17;;;Traumatismes thoraciques, niveau 4;01/03/2017
1199;04M16T;0;0;762,24;0;0;0;;;Traumatismes thoraciques, très courte durée;01/03/2017
1200;04M171;0;4;1319,43;0;0;168,85;;;Epanchements pleuraux, niveau 1;01/03/2017
1201;04M172;0;15;3265,28;0;0;163,33;;;Epanchements pleuraux, niveau 2;01/03/2017
1202;04M173;0;22;4558,27;0;0;146,69;;;Epanchements pleuraux, niveau 3;01/03/2017
1203;04M174;0;31;5878,5;0;0;289,35;;;Epanchements pleuraux, niveau 4;01/03/2017
1204;04M17T;0;0;525,3;0;0;0;;;Epanchements pleuraux, très courte durée;01/03/2017
1205;04M181;0;7;2265,96;0;0;157,97;;;Bronchiolites, niveau 1;01/03/2017
1206;04M182;0;8;2720,35;0;0;120,9;;;Bronchiolites, niveau 2;01/03/2017
1207;04M183;0;12;3203,96;0;0;148,09;;;Bronchiolites, niveau 3;01/03/2017
1208;04M184;0;27;5425,28;0;0;304,06;;;Bronchiolites, niveau 4;01/03/2017
1209;04M191;0;15;2900,12;0;0;122,23;;;Tuberculoses, niveau 1;01/03/2017
1210;04M192;0;34;6599,83;0;0;83,96;;;Tuberculoses, niveau 2;01/03/2017
1211;04M193;12;70;9622,56;0;251,89;280,18;;;Tuberculoses, niveau 3;01/03/2017
1212;04M194;13;75;17027,09;0;617,04;323,95;;;Tuberculoses, niveau 4;01/03/2017
1213;04M19T;0;0;515,58;0;0;0;;;Tuberculoses, très courte durée;01/03/2017
1214;04M201;0;8;1838,97;0;0;144,02;;;Bronchopneumopathies chroniques surinfectées, niveau 1;01/03/2017
1215;04M202;0;16;3254,23;0;0;133,5;;;Bronchopneumopathies chroniques surinfectées, niveau 2;01/03/2017
1216;04M203;0;24;4797,53;0;0;105,54;;;Bronchopneumopathies chroniques surinfectées, niveau 3;01/03/2017
1217;04M204;0;41;6591,65;0;0;263,03;;;Bronchopneumopathies chroniques surinfectées, niveau 4;01/03/2017
1218;04M20T;0;0;581,43;0;0;0;;;Bronchopneumopathies chroniques surinfectées, très courte durée;01/03/2017
1219;04M211;0;0;787,21;0;0;0;;;Suivis de greffe pulmonaire, niveau 1;01/03/2017
1220;04M212;0;9;2532,6;0;0;406,92;;;Suivis de greffe pulmonaire, niveau 2;01/03/2017
1221;04M213;0;0;3394,35;0;0;0;;;Suivis de greffe pulmonaire, niveau 3;01/03/2017
1222;04M214;0;0;5797,4;0;0;0;;;Suivis de greffe pulmonaire, niveau 4;01/03/2017
1223;04M22Z;0;0;659,44;0;0;0;;;Explorations et surveillance pour affections de l'appareil respiratoire;01/03/2017
1224;04M23T;0;0;550,3;0;0;0;;;Autres symptômes et recours aux soins de la CMD 04, très courte durée;01/03/2017
1225;04M23Z;0;10;1786,97;0;0;283,3;;;Autres symptômes et recours aux soins de la CMD 04;01/03/2017
1226;04M24E;0;0;776,37;0;0;0;;;Affections de la CMD 04 avec décès : séjours de moins de 2 jours;01/03/2017
1227;04M251;0;4;1574,78;0;0;120,45;;;Grippes, niveau 1;01/03/2017
1228;04M252;0;9;2649,04;0;0;111,01;;;Grippes, niveau 2;01/03/2017
1229;04M253;0;20;4344,01;0;0;98,86;;;Grippes, niveau 3;01/03/2017
1230;04M254;7;59;8199,58;0;1285,19;300,53;;;Grippes, niveau 4;01/03/2017
1231;04M25T;0;0;647,08;0;0;0;;;Grippes, très courte durée;01/03/2017
1232;04M261;0;8;2271,22;0;0;145,22;;;Fibroses kystiques avec manifestations pulmonaires, niveau 1;01/03/2017
1233;04M262;0;20;4344,69;0;0;117,65;;;Fibroses kystiques avec manifestations pulmonaires, niveau 2;01/03/2017
1234;04M263;6;32;5756,55;0;470,62;340,76;;;Fibroses kystiques avec manifestations pulmonaires, niveau 3;01/03/2017
1235;04M264;0;37;7634,09;0;0;439,61;;;Fibroses kystiques avec manifestations pulmonaires, niveau 4;01/03/2017
1236;04M26T;0;0;725,63;0;0;0;;;Fibroses kystiques avec manifestations pulmonaires, très courte durée;01/03/2017
1237;04M02T;0;0;611,87;0;0;0;;;Bronchites et asthme, âge inférieur à 18 ans, très courte durée;01/03/2017
1238;04M03T;0;0;566,81;0;0;0;;;Bronchites et asthme, âge supérieur à 17 ans, très courte durée;01/03/2017
1239;04M05T;0;0;627,63;0;0;0;;;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;01/03/2017
1240;04M18T;0;0;844,98;0;0;0;;;Bronchiolites, très courte durée;01/03/2017
1241;04M271;0;13;1182,76;0;0;63,23;;;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1;01/03/2017
1242;04M272;0;34;2521,93;0;0;62,75;;;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 2;01/03/2017
1243;04M273;0;57;3965,08;0;0;65,6;;;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 3;01/03/2017
1244;04M274;8;73;5014,72;0;233,25;135,97;;;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 4;01/03/2017
1430;05C021;0;30;15164,21;0;0;168,97;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;01/03/2017
1431;05C022;7;40;18744,57;0;596,73;134,59;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;01/03/2017
1432;05C023;10;60;22464;0;413,27;105,23;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;01/03/2017
1433;05C024;12;95;26146,93;0;350,76;526,95;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;01/03/2017
1434;05C031;0;16;13360,39;0;0;155,32;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;01/03/2017
1435;05C032;5;18;16045,27;0;894,96;114,38;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;01/03/2017
1436;05C033;6;26;18984,25;0;979,66;73,9;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;01/03/2017
1437;05C034;9;76;22679,34;0;615,85;584,22;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;01/03/2017
1438;05C041;0;34;11597,59;0;0;157,34;;;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1;01/03/2017
1439;05C042;7;41;13734,98;0;356,23;133,24;;;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2;01/03/2017
1440;05C043;10;56;16500,22;0;307,25;105,86;;;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3;01/03/2017
1441;05C044;14;84;19464,43;0;219,57;424,46;;;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4;01/03/2017
1442;05C051;0;13;9871,48;0;0;138,12;;;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1;01/03/2017
1443;05C052;4;16;11417,37;0;1030,59;117,16;;;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2;01/03/2017
1444;05C053;6;23;12832,75;0;471,79;104,5;;;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3;01/03/2017
1445;05C054;8;70;17744,09;0;1091,41;511,08;;;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4;01/03/2017
1446;05C061;0;23;11952,68;0;0;116,17;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;01/03/2017
1447;05C062;4;39;15314,02;0;2240,89;64,95;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;01/03/2017
1448;05C063;6;57;16483,17;0;389,72;100,03;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;01/03/2017
1449;05C064;11;93;20084,28;0;400,12;426,36;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;01/03/2017
1450;05C071;0;12;13157,95;0;0;389,02;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1;01/03/2017
1451;05C072;4;18;18783,67;0;3750,48;300,62;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2;01/03/2017
1452;05C073;6;34;23593,58;0;1603,3;352,21;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3;01/03/2017
1453;05C074;14;85;41556,15;0;1330,56;1095,25;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4;01/03/2017
1454;05C081;0;11;4306,64;0;0;183,52;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;01/03/2017
1455;05C082;0;19;6531,59;0;0;155,49;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;01/03/2017
1456;05C083;8;46;10729,84;0;699,71;185,02;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;01/03/2017
1457;05C084;8;75;16095,33;0;1192,33;427,13;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;01/03/2017
1458;05C091;0;0;5308,12;0;0;0;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 1;01/03/2017
1459;05C092;4;41;12610,28;0;4868,11;1036,46;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 2;01/03/2017
1460;05C093;0;0;14874,48;0;0;0;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 3;01/03/2017
1461;05C094;0;0;17130,62;0;0;0;;;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 4;01/03/2017
1462;05C101;0;13;6592,27;0;0;167,78;;;Chirurgie majeure de revascularisation, niveau 1;01/03/2017
1463;05C102;4;17;8663,6;0;1380,89;146,24;;;Chirurgie majeure de revascularisation, niveau 2;01/03/2017
1464;05C103;0;33;12399,97;0;0;117,74;;;Chirurgie majeure de revascularisation, niveau 3;01/03/2017
1465;05C104;14;82;18168,99;0;427,33;456,01;;;Chirurgie majeure de revascularisation, niveau 4;01/03/2017
1466;05C111;0;11;4572,04;0;0;199,17;;;Autres interventions de chirurgie vasculaire, niveau 1;01/03/2017
1467;05C112;0;16;6748,51;0;0;179,15;;;Autres interventions de chirurgie vasculaire, niveau 2;01/03/2017
1468;05C113;0;32;9792,61;0;0;175,02;;;Autres interventions de chirurgie vasculaire, niveau 3;01/03/2017
1469;05C114;9;75;17318,65;0;1254,34;461,34;;;Autres interventions de chirurgie vasculaire, niveau 4;01/03/2017
1471;05C121;0;21;5328,24;0;0;133,82;;;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 1;01/03/2017
1472;05C122;0;29;6911,71;0;0;113,3;;;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 2;01/03/2017
1473;05C123;6;54;9744,31;0;944,2;138,74;;;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 3;01/03/2017
1474;05C124;11;84;13906,56;0;462,47;339,01;;;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 4;01/03/2017
1475;05C131;0;7;2236,33;0;0;139,76;;;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 1;01/03/2017
1476;05C132;0;14;4769,26;0;0;109,28;;;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 2;01/03/2017
1477;05C133;0;28;7238,02;0;0;83,9;;;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 3;01/03/2017
1478;05C134;11;65;10342,46;0;344,94;361,37;;;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 4;01/03/2017
1479;05C141;0;11;2992,1;0;0;163,01;;;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 1;01/03/2017
1480;05C142;0;20;4984,28;0;0;154,11;;;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 2;01/03/2017
1481;05C143;5;32;7048,9;0;1376,41;149,53;;;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 3;01/03/2017
1482;05C144;10;79;14076,77;0;937,05;399,49;;;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 4;01/03/2017
1484;05C151;0;7;2263,16;0;0;120,38;;;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 1;01/03/2017
1485;05C152;0;15;3884,34;0;0;106,67;;;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 2;01/03/2017
1486;05C153;0;24;5707,97;0;0;84,53;;;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 3;01/03/2017
1487;05C154;11;63;9004,54;0;366,29;355,58;;;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 4;01/03/2017
1488;05C15T;0;0;1132,34;0;0;0;;;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, très courte durée;01/03/2017
1489;05C171;0;3;1298,3;0;0;76,73;;;Ligatures de veines et éveinages, niveau 1;01/03/2017
1490;05C172;0;23;3051,07;0;0;64,6;;;Ligatures de veines et éveinages, niveau 2;01/03/2017
1491;05C173;5;41;4213,86;0;775,19;252,74;;;Ligatures de veines et éveinages, niveau 3;01/03/2017
1492;05C174;0;0;6306,92;0;0;0;;;Ligatures de veines et éveinages, niveau 4;01/03/2017
1493;05C17J;0;0;1298,3;0;0;0;;;Ligatures de veines et éveinages, en ambulatoire;01/03/2017
1494;05C181;0;8;2244,23;0;0;188,03;;;Autres interventions sur le système circulatoire, niveau 1;01/03/2017
1495;05C182;0;19;5830,27;0;0;142,04;;;Autres interventions sur le système circulatoire, niveau 2;01/03/2017
1496;05C183;9;52;10517,57;0;624,97;203,89;;;Autres interventions sur le système circulatoire, niveau 3;01/03/2017
1497;05C184;11;94;19080,91;0;951,48;421,64;;;Autres interventions sur le système circulatoire, niveau 4;01/03/2017
1498;05C18J;0;0;2244,23;0;0;0;;;Autres interventions sur le système circulatoire, en ambulatoire;01/03/2017
1499;05C191;0;7;15815,71;0;0;158,02;;;Poses d'un défibrillateur cardiaque, niveau 1;01/03/2017
1500;05C192;0;15;17950,51;0;0;139,18;;;Poses d'un défibrillateur cardiaque, niveau 2;01/03/2017
1501;05C193;6;47;22404,2;0;1484,56;151,33;;;Poses d'un défibrillateur cardiaque, niveau 3;01/03/2017
1502;05C194;14;87;28457,33;0;448,38;805,78;;;Poses d'un défibrillateur cardiaque, niveau 4;01/03/2017
1503;05C19T;0;0;13492,95;0;0;0;;;Poses d'un défibrillateur cardiaque, très courte durée;01/03/2017
1504;05C201;0;5;1858,59;0;0;126,9;;;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 1;01/03/2017
1505;05C202;0;19;4674,65;0;0;80,35;;;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 2;01/03/2017
1506;05C203;7;39;6281,56;0;357,09;121,99;;;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 3;01/03/2017
1507;05C204;6;61;8965,26;0;1789,13;285,54;;;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 4;01/03/2017
1513;05C221;0;4;1707,28;0;0;131,54;;;Remplacements de stimulateurs cardiaques permanents, niveau 1;01/03/2017
1514;05C222;0;14;3598,14;0;0;109,41;;;Remplacements de stimulateurs cardiaques permanents, niveau 2;01/03/2017
1515;05C223;5;40;6442,78;0;1896,43;374,81;;;Remplacements de stimulateurs cardiaques permanents, niveau 3;01/03/2017
1516;05C224;0;0;11226,74;0;0;0;;;Remplacements de stimulateurs cardiaques permanents, niveau 4;01/03/2017
1517;05C22T;0;0;1005,78;0;0;0;;;Remplacements de stimulateurs cardiaques permanents, très courte durée;01/03/2017
1518;05C061;0;23;31228,77;0;0;116,17;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;01/03/2017
1519;05C062;4;39;34590,11;0;2240,89;64,95;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;01/03/2017
1520;05C063;6;57;35759,26;0;389,72;100,04;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;01/03/2017
1521;05C064;11;93;39360,38;0;400,12;835,58;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;01/03/2017
1523;05C08T;0;0;2123,05;0;0;0;;;Transferts et autres séjours courts pour autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle;01/03/2017
1524;05C021;0;30;17819,82;0;0;168,97;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;01/03/2017
1525;05C022;7;40;21400,18;0;596,73;134,59;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;01/03/2017
1526;05C023;10;60;25119,61;0;413,27;105,23;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;01/03/2017
1527;05C024;12;95;28802,54;0;350,76;580,47;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;01/03/2017
1528;05C031;0;16;16002,46;0;0;155,32;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;01/03/2017
1529;05C032;5;18;18687,34;0;894,96;114,38;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;01/03/2017
1530;05C033;6;26;21626,32;0;979,66;73,9;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;01/03/2017
1531;05C034;9;76;25321,41;0;615,85;652,28;;;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;01/03/2017
1532;05C13J;0;0;2236,33;0;0;0;;;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, en ambulatoire;01/03/2017
1693;05K051;0;7;2499,67;0;0;166,65;;;Endoprothèses vasculaires avec infarctus du myocarde, niveau 1;01/03/2017
1694;05K052;0;13;3744,59;0;0;158,2;;;Endoprothèses vasculaires avec infarctus du myocarde, niveau 2;01/03/2017
1695;05K053;0;23;5714,07;0;0;137,81;;;Endoprothèses vasculaires avec infarctus du myocarde, niveau 3;01/03/2017
1696;05K054;0;42;8332,48;0;0;326,63;;;Endoprothèses vasculaires avec infarctus du myocarde, niveau 4;01/03/2017
1697;05K061;0;4;2453,01;0;0;176,86;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 1;01/03/2017
1698;05K062;0;13;4163,36;0;0;173,96;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 2;01/03/2017
1699;05K063;0;26;7179,36;0;0;147,02;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 3;01/03/2017
1700;05K064;7;54;11295,79;0;1372,14;388,66;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 4;01/03/2017
1701;05K06T;0;0;1741,21;0;0;0;;;Endoprothèses vasculaires sans infarctus du myocarde, très courte durée;01/03/2017
1702;05K101;0;4;1490,02;0;0;120,76;;;Actes diagnostiques par voie vasculaire, niveau 1;01/03/2017
1703;05K102;0;15;3550,2;0;0;102,46;;;Actes diagnostiques par voie vasculaire, niveau 2;01/03/2017
1704;05K103;0;33;5717,88;0;0;87,76;;;Actes diagnostiques par voie vasculaire, niveau 3;01/03/2017
1705;05K104;6;55;7648,58;0;1287,13;273,55;;;Actes diagnostiques par voie vasculaire, niveau 4;01/03/2017
1706;05K10J;0;0;1236,97;0;0;0;;;Actes diagnostiques par voie vasculaire, en ambulatoire;01/03/2017
1712;05K121;0;3;3408,8;0;0;215,79;;;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 1;01/03/2017
1713;05K122;0;11;5135,1;0;0;704,65;;;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 2;01/03/2017
1714;05K123;0;0;8606,62;0;0;0;;;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 3;01/03/2017
1715;05K124;0;0;10884,51;0;0;0;;;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 4;01/03/2017
1721;05K14Z;0;0;776,69;0;0;0;;;Mise en place de certains accès vasculaires pour des affections de la CMD 05, séjours de moins de 2 jours;01/03/2017
1722;05K151;0;3;1548,32;0;0;666,42;;;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 1;01/03/2017
1723;05K152;0;0;3024,24;0;0;0;;;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 2;01/03/2017
1724;05K153;0;0;4624,83;0;0;0;;;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 3;01/03/2017
1725;05K154;0;0;5856,09;0;0;0;;;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 4;01/03/2017
1726;05K15J;0;0;1062,52;0;0;0;;;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, en ambulatoire;01/03/2017
1727;05K17J;0;0;640,75;0;0;0;;;Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire;01/03/2017
1729;05M041;0;7;1724,71;0;0;99,47;;;Infarctus aigu du myocarde, niveau 1;01/03/2017
1730;05M042;0;15;2705,97;0;0;93,48;;;Infarctus aigu du myocarde, niveau 2;01/03/2017
1731;05M043;0;24;3770,11;0;0;83,35;;;Infarctus aigu du myocarde, niveau 3;01/03/2017
1732;05M044;8;46;5603,85;0;407,5;233,03;;;Infarctus aigu du myocarde, niveau 4;01/03/2017
1733;05M04T;0;0;859,25;0;0;0;;;Infarctus aigu du myocarde, très courte durée;01/03/2017
1734;05M051;0;5;1290,31;0;0;157,77;;;Syncopes et lipothymies, niveau 1;01/03/2017
1735;05M052;0;11;2289,87;0;0;147,18;;;Syncopes et lipothymies, niveau 2;01/03/2017
1736;05M053;0;16;3025,77;0;0;160,05;;;Syncopes et lipothymies, niveau 3;01/03/2017
1737;05M054;0;22;3986,08;0;0;254,42;;;Syncopes et lipothymies, niveau 4;01/03/2017
1738;05M061;0;4;834,2;0;0;152,28;;;Angine de poitrine, niveau 1;01/03/2017
1739;05M062;0;10;2060,38;0;0;132,75;;;Angine de poitrine, niveau 2;01/03/2017
1740;05M063;0;16;3073,06;0;0;111,14;;;Angine de poitrine, niveau 3;01/03/2017
1741;05M064;0;26;4184,46;0;0;239,29;;;Angine de poitrine, niveau 4;01/03/2017
1742;05M06T;0;0;686;0;0;0;;;Angine de poitrine, très courte durée;01/03/2017
1743;05M071;0;10;2448,27;0;0;86,67;;;Thrombophlébites veineuses profondes, niveau 1;01/03/2017
1744;05M072;0;12;2869,28;0;0;79,79;;;Thrombophlébites veineuses profondes, niveau 2;01/03/2017
1745;05M073;0;19;3870,37;0;0;64,53;;;Thrombophlébites veineuses profondes, niveau 3;01/03/2017
1746;05M074;6;48;5741,79;0;1247,61;260,95;;;Thrombophlébites veineuses profondes, niveau 4;01/03/2017
1747;05M07T;0;0;671,36;0;0;0;;;Thrombophlébites veineuses profondes, très courte durée;01/03/2017
1748;05M081;0;6;1307,14;0;0;155,92;;;Arythmies et troubles de la conduction cardiaque, niveau 1;01/03/2017
1749;05M082;0;11;2266,74;0;0;143,07;;;Arythmies et troubles de la conduction cardiaque, niveau 2;01/03/2017
1750;05M083;0;17;3287,8;0;0;122,74;;;Arythmies et troubles de la conduction cardiaque, niveau 3;01/03/2017
1751;05M084;0;25;4269,69;0;0;252,88;;;Arythmies et troubles de la conduction cardiaque, niveau 4;01/03/2017
1752;05M08T;0;0;504,61;0;0;0;;;Arythmies et troubles de la conduction cardiaque, très courte durée;01/03/2017
1753;05M091;0;12;2562,99;0;0;149,79;;;Insuffisances cardiaques et états de choc circulatoire, niveau 1;01/03/2017
1754;05M092;0;17;3311,93;0;0;163,27;;;Insuffisances cardiaques et états de choc circulatoire, niveau 2;01/03/2017
1755;05M093;0;24;4501,53;0;0;159,94;;;Insuffisances cardiaques et états de choc circulatoire, niveau 3;01/03/2017
1756;05M094;0;38;6740,67;0;0;279,28;;;Insuffisances cardiaques et états de choc circulatoire, niveau 4;01/03/2017
1757;05M09T;0;0;666,18;0;0;0;;;Insuffisances cardiaques et états de choc circulatoire, très courte durée;01/03/2017
1758;05M101;0;6;1334,04;0;0;161,52;;;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 1;01/03/2017
