GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DAT-EFFET
1156;4;M;04M081;Bronchopneumopathies chroniques, niveau 1;0;8;1353,35;0;0;122,55;01/03/2011
1157;4;M;04M082;Bronchopneumopathies chroniques, niveau 2;0;26;3619,95;0;0;117,88;01/03/2011
1158;4;M;04M083;Bronchopneumopathies chroniques, niveau 3;4;39;5152,39;1532,44;0;180,97;01/03/2011
1159;4;M;04M084;Bronchopneumopathies chroniques, niveau 4;6;65;9857,74;4705,35;0;282,96;01/03/2011
1160;4;M;04M08T;Bronchopneumopathies chroniques, très courte durée;0;0;624,1;0;0;0;01/03/2011
1161;4;M;04M091;Tumeurs de l'appareil respiratoire, niveau 1;0;13;2430,18;0;0;141,62;01/03/2011
1162;4;M;04M092;Tumeurs de l'appareil respiratoire, niveau 2;4;33;5262,61;2832,43;0;165,91;01/03/2011
1163;4;M;04M093;Tumeurs de l'appareil respiratoire, niveau 3;5;44;7087,58;1824,97;0;207,17;01/03/2011
1164;4;M;04M094;Tumeurs de l'appareil respiratoire, niveau 4;10;58;9987,89;2900,31;0;318,26;01/03/2011
1165;4;M;04M09T;Tumeurs de l'appareil respiratoire, très courte durée;0;0;640,31;0;0;0;01/03/2011
1166;4;M;04M101;Embolies pulmonaires, niveau 1;4;20;3022,99;0;539;121,3;01/03/2011
1167;4;M;04M102;Embolies pulmonaires, niveau 2;5;27;3802,46;779,47;0;168,62;01/03/2011
1168;4;M;04M103;Embolies pulmonaires, niveau 3;6;34;5267,9;1465,44;0;185,84;01/03/2011
1169;4;M;04M104;Embolies pulmonaires, niveau 4;8;45;7312,11;2044,21;0;302,2;01/03/2011
1170;4;M;04M10T;Embolies pulmonaires, très courte durée;0;0;867;0;0;0;01/03/2011
1171;4;M;04M111;Signes et symptômes respiratoires, niveau 1;0;3;887,82;0;0;132,56;01/03/2011
1172;4;M;04M112;Signes et symptômes respiratoires, niveau 2;0;19;3008,78;0;0;173,74;01/03/2011
1173;4;M;04M113;Signes et symptômes respiratoires, niveau 3;4;32;5431,22;2422,44;0;166,62;01/03/2011
1174;4;M;04M114;Signes et symptômes respiratoires, niveau 4;5;55;9263,51;3832,29;0;315,25;01/03/2011
1175;4;M;04M121;Pneumothorax, niveau 1;0;11;1864,92;0;0;141,71;01/03/2011
1176;4;M;04M122;Pneumothorax, niveau 2;0;19;3161,44;0;0;125,42;01/03/2011
1177;4;M;04M123;Pneumothorax, niveau 3;5;29;4415,62;1254,18;0;173,52;01/03/2011
1178;4;M;04M124;Pneumothorax, niveau 4;5;47;7538,99;3123,37;0;295,37;01/03/2011
1179;4;M;04M12T;Pneumothorax, très courte durée;0;0;612,64;0;0;0;01/03/2011
1180;4;M;04M131;Oedème pulmonaire et détresse respiratoire, niveau 1;0;7;1466,01;0;0;135,13;01/03/2011
1181;4;M;04M132;Oedème pulmonaire et détresse respiratoire, niveau 2;0;27;4168,64;0;0;152,63;01/03/2011
1182;4;M;04M133;Oedème pulmonaire et détresse respiratoire, niveau 3;4;37;6309,68;2141,04;0;133,42;01/03/2011
1183;4;M;04M134;Oedème pulmonaire et détresse respiratoire, niveau 4;7;69;10579,07;4269,39;0;284,39;01/03/2011
1184;4;M;04M13T;Oedème pulmonaire et détresse respiratoire, très courte durée;0;0;759,5;0;0;0;01/03/2011
1185;4;M;04M141;Maladies pulmonaires interstitielles, niveau 1;2;8;1640,12;0;546,2;146,04;01/03/2011
1186;4;M;04M142;Maladies pulmonaires interstitielles, niveau 2;0;24;3976,73;0;0;154,81;01/03/2011
1187;4;M;04M143;Maladies pulmonaires interstitielles, niveau 3;4;36;5834,41;1857,68;0;296,74;01/03/2011
1188;4;M;04M144;Maladies pulmonaires interstitielles, niveau 4;8;48;9958,73;4124,32;0;388,4;01/03/2011
1189;4;M;04M14T;Maladies pulmonaires interstitielles, très courte durée;0;0;547,73;0;0;0;01/03/2011
1190;4;M;04M151;Autres diagnostics portant sur le système respiratoire, niveau 1;0;7;1484,2;0;0;112,03;01/03/2011
1191;4;M;04M152;Autres diagnostics portant sur le système respiratoire, niveau 2;0;22;3225,33;0;0;110,43;01/03/2011
1192;4;M;04M153;Autres diagnostics portant sur le système respiratoire, niveau 3;4;35;4814,62;1589,29;0;104,28;01/03/2011
1193;4;M;04M154;Autres diagnostics portant sur le système respiratoire, niveau 4;6;60;7421,59;2606,97;0;229,65;01/03/2011
1194;4;M;04M15T;Autres diagnostics portant sur le système respiratoire, très courte durée;0;0;678,58;0;0;0;01/03/2011
1195;4;C;04M161;Traumatismes thoraciques, niveau 1;0;12;2033,99;0;0;97,23;01/03/2011
1196;4;C;04M162;Traumatismes thoraciques, niveau 2;0;17;2520,14;0;0;130,39;01/03/2011
1197;4;C;04M163;Traumatismes thoraciques, niveau 3;0;27;3996,38;0;0;122,9;01/03/2011
1198;4;C;04M164;Traumatismes thoraciques, niveau 4;5;50;6823,1;2826,72;0;255,08;01/03/2011
1199;4;C;04M16T;Traumatismes thoraciques, très courte durée;0;0;792,84;0;0;0;01/03/2011
1200;4;M;04M171;Epanchements pleuraux, niveau 1;0;7;1414,68;0;0;120,63;01/03/2011
1201;4;M;04M172;Epanchements pleuraux, niveau 2;0;23;3416,47;0;0;122;01/03/2011
1202;4;M;04M173;Epanchements pleuraux, niveau 3;6;32;4976,4;1559,93;0;100,82;01/03/2011
1203;4;M;04M174;Epanchements pleuraux, niveau 4;5;44;6186,28;1209,88;0;262,97;01/03/2011
1204;4;M;04M17T;Epanchements pleuraux, très courte durée;0;0;540,57;0;0;0;01/03/2011
1205;4;M;04M181;Bronchiolites, niveau 1;0;11;2364,81;0;0;115,87;01/03/2011
1206;4;M;04M182;Bronchiolites, niveau 2;0;15;2828,27;0;0;222,86;01/03/2011
1207;4;M;04M183;Bronchiolites, niveau 3;0;17;3328,91;0;0;217,37;01/03/2011
1208;4;M;04M184;Bronchiolites, niveau 4;0;27;5502,65;0;0;376,38;01/03/2011
1209;4;M;04M191;Tuberculoses, niveau 1;5;25;3792;0;662,67;144,11;01/03/2011
1210;4;M;04M192;Tuberculoses, niveau 2;6;48;7395,17;3603,17;0;131;01/03/2011
1211;4;M;04M193;Tuberculoses, niveau 3;12;70;10277,11;2881,94;0;275,12;01/03/2011
1212;4;M;04M194;Tuberculoses, niveau 4;13;75;17546,09;7268,98;0;434,71;01/03/2011
1213;4;M;04M19T;Tuberculoses, très courte durée;0;0;478,65;0;0;0;01/03/2011
1214;4;M;04M201;Bronchopneumopathies chroniques surinfectées, niveau 1;3;14;2258,26;0;563,26;114,48;01/03/2011
1215;4;M;04M202;Bronchopneumopathies chroniques surinfectées, niveau 2;5;26;3632,05;1373,79;0;202,56;01/03/2011
1216;4;M;04M203;Bronchopneumopathies chroniques surinfectées, niveau 3;6;34;5359,76;1727,71;0;192,81;01/03/2011
1217;4;M;04M204;Bronchopneumopathies chroniques surinfectées, niveau 4;8;45;7480,71;2120,95;0;305,44;01/03/2011
1218;4;M;04M20T;Bronchopneumopathies chroniques surinfectées, très courte durée;0;0;568,48;0;0;0;01/03/2011
1219;4;M;04M211;Suivis de greffe pulmonaire, niveau 1;0;0;810,24;0;0;0;01/03/2011
1220;4;M;04M212;Suivis de greffe pulmonaire, niveau 2;0;18;1707,74;0;0;177,84;01/03/2011
1221;4;M;04M213;Suivis de greffe pulmonaire, niveau 3;0;0;2275,56;0;0;0;01/03/2011
1222;4;M;04M214;Suivis de greffe pulmonaire, niveau 4;0;0;3885,1;0;0;0;01/03/2011
1223;4;M;04M22Z;Explorations et surveillance pour affections de l'appareil respiratoire;0;0;682,43;0;0;0;01/03/2011
1224;4;M;04M23T;Autres symptômes et recours aux soins de la CMD 04, très courte durée;0;0;487,64;0;0;0;01/03/2011
1225;4;M;04M23Z;Autres symptômes et recours aux soins de la CMD 04;0;11;1872,12;0;0;294,37;01/03/2011
1226;4;M;04M24E;Affections de la CMD 04 avec décès : séjours de moins de 2 jours;0;0;873,03;0;0;0;01/03/2011
1227;4;M;04M251;Grippes, niveau 1;0;7;1719,32;0;0;182,07;01/03/2011
1228;4;M;04M252;Grippes, niveau 2;0;14;2993,8;0;0;183,51;01/03/2011
1229;4;M;04M253;Grippes, niveau 3;0;24;4828,89;0;0;366,81;01/03/2011
1230;4;M;04M254;Grippes, niveau 4;0;0;8244,16;0;0;0;01/03/2011
1231;4;M;04M25T;Grippes, très courte durée;0;0;666,39;0;0;0;01/03/2011
1232;4;M;04M261;Fibroses kystiques avec manifestations pulmonaires, niveau 1;0;11;2386,35;0;0;179,01;01/03/2011
1233;4;M;04M262;Fibroses kystiques avec manifestations pulmonaires, niveau 2;0;20;4629,6;0;0;126,32;01/03/2011
1234;4;M;04M263;Fibroses kystiques avec manifestations pulmonaires, niveau 3;6;32;6145,51;1515,91;0;342,69;01/03/2011
1235;4;M;04M264;Fibroses kystiques avec manifestations pulmonaires, niveau 4;0;37;7858,94;0;0;397,26;01/03/2011
1236;4;M;04M26T;Fibroses kystiques avec manifestations pulmonaires, très courte durée;0;0;746,4;0;0;0;01/03/2011
1237;4;M;04M02T;Bronchites et asthme, âge inférieur à 18 ans, très courte durée;0;0;631,27;0;0;0;01/03/2011
1238;4;M;04M03T;Bronchites et asthme, âge supérieur à 17 ans, très courte durée;0;0;584,29;0;0;0;01/03/2011
1239;4;M;04M05T;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;0;0;646,6;0;0;0;01/03/2011
1240;4;M;04M18T;Bronchiolites, très courte durée;0;0;872,38;0;0;0;01/03/2011
1430;5;C;05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;6;32;15939,23;0;1618,78;175,63;01/03/2011
1431;5;C;05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;6;44;19191,09;3251,86;0;153,19;01/03/2011
1432;5;C;05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;10;60;23263,86;4072,77;0;106,85;01/03/2011
1433;5;C;05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;12;95;27003,57;3739,71;0;473,16;01/03/2011
1434;5;C;05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;5;27;13764,39;0;1601,14;193,7;01/03/2011
1435;5;C;05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;6;33;16432,38;2667,99;0;158,69;01/03/2011
1436;5;C;05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;8;44;19474,82;3042,44;0;118,16;01/03/2011
1437;5;C;05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;9;76;23255,9;3781,08;0;566,56;01/03/2011
1438;5;C;05C041;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1;5;34;12161,9;0;1906,96;135,84;01/03/2011
1439;5;C;05C042;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2;7;41;14179,24;2017,34;0;117,14;01/03/2011
1440;5;C;05C043;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3;10;56;17321,04;3141,8;0;84,17;01/03/2011
1441;5;C;05C044;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4;16;98;20856,11;3535,07;0;398,32;01/03/2011
1442;5;C;05C051;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1;5;25;10291,23;0;1574,9;179,52;01/03/2011
1443;5;C;05C052;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2;5;29;11790,64;1499,41;0;160,46;01/03/2011
1444;5;C;05C053;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3;6;36;13245,93;1455,29;0;150,69;01/03/2011
1445;5;C;05C054;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4;8;70;18369,43;5123,5;0;490,78;01/03/2011
1446;5;C;05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;5;24;11855,93;0;985,58;85,01;01/03/2011
1447;5;C;05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;6;52;15146,28;3290,35;0;60;01/03/2011
1448;5;C;05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;9;79;16531,53;1385,25;0;153,72;01/03/2011
1449;5;C;05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;11;93;18683,58;2152,05;0;375,85;01/03/2011
1450;5;C;05C071;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1;5;27;14220,93;0;2053,63;436,67;01/03/2011
1451;5;C;05C072;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2;7;41;22862,65;8641,72;0;326,75;01/03/2011
1452;5;C;05C073;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3;7;64;30377,8;7515,15;0;885,44;01/03/2011
1453;5;C;05C074;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4;14;85;66233,45;35855,65;0;1455,72;01/03/2011
1454;5;C;05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;0;17;4475,7;0;0;161,79;01/03/2011
1455;5;C;05C082;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;4;32;6902,6;2426,9;0;227,12;01/03/2011
1456;5;C;05C083;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;8;46;12057,62;5155,02;0;159;01/03/2011
1457;5;C;05C084;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;8;75;16668,64;4611,02;0;414,92;01/03/2011
1458;5;C;05C091;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 1;3;19;5962,26;0;1266,69;154,83;01/03/2011
1459;5;C;05C092;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 2;4;41;13334,7;7372,44;0;108,72;01/03/2011
1460;5;C;05C093;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 3;4;49;15375,47;2040,77;0;93,7;01/03/2011
1461;5;C;05C094;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 4;11;127;22684,35;7308,88;0;332,83;01/03/2011
1462;5;C;05C101;Chirurgie majeure de revascularisation, niveau 1;4;22;6386,59;0;304,17;178,88;01/03/2011
1463;5;C;05C102;Chirurgie majeure de revascularisation, niveau 2;6;35;8653,18;2266,59;0;199,83;01/03/2011
1464;5;C;05C103;Chirurgie majeure de revascularisation, niveau 3;6;55;12470,72;3817,54;0;202,97;01/03/2011
1465;5;C;05C104;Chirurgie majeure de revascularisation, niveau 4;14;82;19563,81;7093,09;0;442,95;01/03/2011
1466;5;C;05C111;Autres interventions de chirurgie vasculaire, niveau 1;4;17;4923,39;0;1067,43;176,02;01/03/2011
1467;5;C;05C112;Autres interventions de chirurgie vasculaire, niveau 2;6;32;7563,76;2640,37;0;206,97;01/03/2011
1468;5;C;05C113;Autres interventions de chirurgie vasculaire, niveau 3;6;53;11910,21;4346,45;0;287,68;01/03/2011
1469;5;C;05C114;Autres interventions de chirurgie vasculaire, niveau 4;11;84;20828,3;8918,09;0;464,23;01/03/2011
1470;5;C;05C11J;Autres interventions de chirurgie vasculaire, en ambulatoire;0;0;653,66;0;0;0;01/03/2011
1471;5;C;05C121;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 1;8;35;6805,95;0;739,16;141,59;01/03/2011
1472;5;C;05C122;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 2;9;52;9643,49;2837,54;0;131,34;01/03/2011
1473;5;C;05C123;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 3;8;67;12022,92;2379,43;0;116,19;01/03/2011
1474;5;C;05C124;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 4;16;94;15159,94;3137,02;0;302,25;01/03/2011
1475;5;C;05C131;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 1;3;14;2964,1;0;637,2;154,5;01/03/2011
1476;5;C;05C132;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 2;4;37;6517,58;3553,48;0;168,48;01/03/2011
1477;5;C;05C133;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 3;5;46;8857,06;2339,48;0;125,16;01/03/2011
1478;5;C;05C134;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 4;11;65;11235,15;2378,09;0;319,69;01/03/2011
1479;5;C;05C141;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 1;4;20;3500,51;0;769,15;154,56;01/03/2011
1480;5;C;05C142;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 2;6;34;5777,09;2276,58;0;216,75;01/03/2011
1481;5;C;05C143;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 3;8;46;9016,77;3239,68;0;197,4;01/03/2011
1482;5;C;05C144;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 4;10;79;15531,03;6514,26;0;365,52;01/03/2011
1483;5;C;05C14J;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, en ambulatoire;0;0;423,92;0;0;0;01/03/2011
1484;5;C;05C151;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 1;3;12;2452,51;0;427,99;122,27;01/03/2011
1485;5;C;05C152;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 2;0;24;4221,13;0;0;118,02;01/03/2011
1486;5;C;05C153;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 3;5;40;6259,62;2038,49;0;196,61;01/03/2011
1487;5;C;05C154;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 4;11;63;10781,52;4521,9;0;317,11;01/03/2011
1488;5;C;05C15T;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, très courte durée;0;0;1168,53;0;0;0;01/03/2011
1489;5;C;05C171;Ligatures de veines et éveinages, niveau 1;0;4;1272,99;0;0;84,49;01/03/2011
1490;5;C;05C172;Ligatures de veines et éveinages, niveau 2;0;22;3133,71;0;0;64,61;01/03/2011
1491;5;C;05C173;Ligatures de veines et éveinages, niveau 3;5;41;4361,37;1227,66;0;195,29;01/03/2011
1492;5;C;05C174;Ligatures de veines et éveinages, niveau 4;0;0;6429,45;0;0;0;01/03/2011
1493;5;C;05C17J;Ligatures de veines et éveinages, en ambulatoire;0;0;1272,99;0;0;0;01/03/2011
1494;5;C;05C181;Autres interventions sur le système circulatoire, niveau 1;3;12;3099,6;0;590,92;114,95;01/03/2011
1495;5;C;05C182;Autres interventions sur le système circulatoire, niveau 2;4;41;6433,15;3333,55;0;253,45;01/03/2011
1496;5;C;05C183;Autres interventions sur le système circulatoire, niveau 3;7;64;12262,6;5829,45;0;170,87;01/03/2011
1497;5;C;05C184;Autres interventions sur le système circulatoire, niveau 4;11;94;20226,98;7964,38;0;399,51;01/03/2011
1498;5;C;05C18J;Autres interventions sur le système circulatoire, en ambulatoire;0;0;1326,84;0;0;0;01/03/2011
1499;5;C;05C191;Poses d'un défibrillateur cardiaque, niveau 1;3;13;16881,39;0;986,25;167,75;01/03/2011
1500;5;C;05C192;Poses d'un défibrillateur cardiaque, niveau 2;0;23;18558,9;0;0;186,75;01/03/2011
1501;5;C;05C193;Poses d'un défibrillateur cardiaque, niveau 3;6;47;23298,27;4739,37;0;180,31;01/03/2011
1502;5;C;05C194;Poses d'un défibrillateur cardiaque, niveau 4;14;87;30510,58;7212,31;0;656,24;01/03/2011
1503;5;C;05C19T;Poses d'un défibrillateur cardiaque, très courte durée;0;0;13922,64;0;0;0;01/03/2011
1504;5;C;05C201;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 1;2;9;2155,99;0;359,34;156,67;01/03/2011
1505;5;C;05C202;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 2;0;25;4825,86;0;0;145,02;01/03/2011
1506;5;C;05C203;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 3;7;39;6856,14;2030,28;0;109,73;01/03/2011
1507;5;C;05C204;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 4;6;61;9270,19;2414,05;0;281,77;01/03/2011
1508;5;C;05C211;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 1;0;6;2049,7;0;0;115,55;01/03/2011
1509;5;C;05C212;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 2;0;33;5242,44;0;0;144,53;01/03/2011
1510;5;C;05C213;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 3;5;62;10666,75;5424,31;0;118,3;01/03/2011
1511;5;C;05C214;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 4;18;109;16227,03;5560,28;0;277,44;01/03/2011
1512;5;C;05C21J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, en ambulatoire;0;0;1366,06;0;0;0;01/03/2011
1513;5;C;05C221;Remplacements de stimulateurs cardiaques permanents, niveau 1;0;7;1875,71;0;0;132,27;01/03/2011
1514;5;C;05C222;Remplacements de stimulateurs cardiaques permanents, niveau 2;0;19;4102,49;0;0;124,54;01/03/2011
1515;5;C;05C223;Remplacements de stimulateurs cardiaques permanents, niveau 3;5;40;6717,77;2615,28;0;309,4;01/03/2011
1516;5;C;05C224;Remplacements de stimulateurs cardiaques permanents, niveau 4;0;0;11570,69;0;0;0;01/03/2011
1517;5;C;05C22T;Remplacements de stimulateurs cardiaques permanents, très courte durée;0;0;1116,44;0;0;0;01/03/2011
1518;5;C;05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;5;24;31700,39;0;2635,24;85,01;01/03/2011
1519;5;C;05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;6;52;34990,74;3290,35;0;60;01/03/2011
1520;5;C;05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;9;79;36375,98;1385,24;0;307,37;01/03/2011
1521;5;C;05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;11;93;40679,11;4303,13;0;818,32;01/03/2011
1522;5;C;05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;0;0;28476,79;0;0;0;01/03/2011
1523;5;C;05C08T;Transferts et autres séjours courts pour autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle;0;0;1022;0;0;0;01/03/2011
1524;5;C;05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;6;32;18680,67;0;1618,78;175,63;01/03/2011
1525;5;C;05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;6;44;21932,53;3251,86;0;153,19;01/03/2011
1526;5;C;05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;10;60;26005,3;4072,77;0;106,85;01/03/2011
1527;5;C;05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;12;95;29745,01;3739,71;0;473,16;01/03/2011
1528;5;C;05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;5;27;16492;0;1601,14;195,03;01/03/2011
1529;5;C;05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;6;33;19159,99;2667,99;0;160,2;01/03/2011
1530;5;C;05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;8;44;22202,44;3042,45;0;120,19;01/03/2011
1531;5;C;05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;9;76;26048,59;3846,15;0;634,6;01/03/2011
1693;5;M;05K051;Endoprothèses vasculaires avec infarctus du myocarde, niveau 1;3;11;2703,29;0;361,13;151,96;01/03/2011
1694;5;M;05K052;Endoprothèses vasculaires avec infarctus du myocarde, niveau 2;4;20;4094,43;1391,14;0;151,27;01/03/2011
1695;5;M;05K053;Endoprothèses vasculaires avec infarctus du myocarde, niveau 3;6;31;6328,52;2234,09;0;126,49;01/03/2011
1696;5;M;05K054;Endoprothèses vasculaires avec infarctus du myocarde, niveau 4;9;54;9237,72;2909,2;0;318,32;01/03/2011
1697;5;M;05K061;Endoprothèses vasculaires sans infarctus du myocarde, niveau 1;0;7;2543,61;0;0;159,9;01/03/2011
1698;5;M;05K062;Endoprothèses vasculaires sans infarctus du myocarde, niveau 2;0;18;4302,51;0;0;204,66;01/03/2011
1699;5;M;05K063;Endoprothèses vasculaires sans infarctus du myocarde, niveau 3;4;33;7393,8;3091,29;0;194;01/03/2011
1700;5;M;05K064;Endoprothèses vasculaires sans infarctus du myocarde, niveau 4;7;54;11670,45;4276,65;0;404,84;01/03/2011
1701;5;M;05K06T;Endoprothèses vasculaires sans infarctus du myocarde, très courte durée;0;0;1784,68;0;0;0;01/03/2011
1702;5;M;05K101;Actes diagnostiques par voie vasculaire, niveau 1;0;5;1546,03;0;0;116,21;01/03/2011
1703;5;M;05K102;Actes diagnostiques par voie vasculaire, niveau 2;0;21;3688,3;0;0;103,93;01/03/2011
1704;5;M;05K103;Actes diagnostiques par voie vasculaire, niveau 3;6;39;6219,62;2531,32;0;71,05;01/03/2011
1705;5;M;05K104;Actes diagnostiques par voie vasculaire, niveau 4;6;55;7356,46;1136,84;0;249,6;01/03/2011
1706;5;M;05K10J;Actes diagnostiques par voie vasculaire, en ambulatoire;0;0;1277,7;0;0;0;01/03/2011
